,Price,Picture Url,Neighbourhood,Zipcode,Latitude,Room Type,Accommodates,Bathrooms,Bedrooms,Guests Included,Availability 30,Bath_for_Beedrooms
12178970,1.8129133566428557,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/fbec8eec555b3131157bb4d6ea7f87f9,84.61260053619303,81.46255506607929,40.41977289728538,87.57165453970262,2,1.0,1.0,2,0,1.0
9733941,1.8129133566428557,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/06db0efb309f7e257aba4ef375b6e55e,79.08307692307692,75.94586894586895,40.42127515148854,87.57165453970262,2,1.0,1.0,1,2,1.0
12312711,1.7781512503836436,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/6fb3bb7e1773440d03a42bdf0e2c0bf5,83.11206896551724,68.47654320987654,40.41396691241451,87.57165453970262,5,1.0,2.0,1,10,2.0
17301693,1.7708520116421442,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/dead94836595f01d11cc596819cfb45c,64.5813953488372,66.67619047619047,40.42848196127995,87.57165453970262,4,1.0,2.0,1,5,2.0
17313635,2.161368002234975,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/9c1f921887866021467b019e999e6311,79.08307692307692,70.29396325459318,40.41985357836056,87.57165453970262,8,1.0,2.0,1,5,2.0
16204437,1.146128035678238,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/85a1b8c620d7ae539151cfff44119cc3,33.77777777777778,36.27142857142857,40.38201384049329,34.60482283464567,1,1.0,1.0,1,30,1.0
6469268,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/dcbe62d5510c6c4bb80d2e678c868e31,52.77777777777778,35.9,40.45316563797817,34.60482283464567,1,1.0,1.0,1,0,1.0
8810319,1.3979400086720375,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/17803a8ce056f1aa1e1d2ac22f920c2b,58.769572953736656,68.47654320987654,40.4131440863818,34.60482283464567,2,3.0,1.0,1,0,3.0
5004249,2.1760912590556813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/4b3dd2c42f2ad33cf7abe2a6a3f3b697,84.63841807909604,121.06666666666666,40.42812923750285,87.57165453970262,4,3.0,3.0,1,22,9.0
200258,1.740362689494244,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/008facc9de2fcf0ba696421a73e06a9f,58.769572953736656,66.13808463251671,40.4079680300232,87.57165453970262,2,1.0,1.0,1,7,1.0
5485367,1.3424226808222062,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8c12939a70ac9c6ca93a56f067ac518c,70.37463976945244,70.29396325459318,40.42323730678716,34.60482283464567,2,1.0,1.0,1,28,1.0
201033,1.6020599913279625,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/5188dc7015814a4f090795e3b6ebba99,70.37463976945244,75.94586894586895,40.423837008784666,34.60482283464567,2,1.0,1.0,1,22,1.0
11708452,1.934498451243568,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/58c3334fdde856617a92f6b1bdae1a25,47.04054054054054,69.16028368794326,40.40859703732027,87.57165453970262,3,1.5,1.0,1,7,1.5
14840575,1.6720978579357175,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ab288c238c0e2b2484a03a75aab3061e,58.769572953736656,68.47654320987654,40.40667874306739,87.57165453970262,4,1.0,1.0,2,2,1.0
2644193,1.7781512503836436,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e117027750273383559dab7ea7331283,35.30808080808081,37.94827586206897,40.41081551024979,87.57165453970262,4,1.0,2.0,4,8,2.0
4718650,1.3979400086720375,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/284aef8e4473f1f6aa95179b3f953a7f,81.97570850202429,77.14957264957265,40.43431035894822,34.60482283464567,2,1.0,1.0,2,3,1.0
7728341,1.5440680443502757,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/a8063027d69d714ef1a6789a18998e15,79.08307692307692,75.94586894586895,40.42102458806801,34.60482283464567,1,1.0,1.0,1,0,1.0
3413016,1.5314789170422551,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/858bd9608a572bd3b30d7238aed659a0,72.12084592145015,66.13808463251671,40.4132134630237,34.60482283464567,1,1.0,1.0,1,0,1.0
199201,1.845098040014257,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/df0249903c236eb169a27ae46900e1f5,58.769572953736656,68.47654320987654,40.41391880800789,34.60482283464567,2,1.0,1.0,3,11,1.0
1586115,1.3424226808222062,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/fb51834fe52495bc7571b126c7526c08,35.30808080808081,38.14893617021277,40.40910639642465,34.60482283464567,1,1.0,1.0,1,30,1.0
13180369,1.3010299956639813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/811e53bd5ff7684b8d0b4cc6ceff23b0,47.98969072164948,69.16028368794326,40.40577958777956,34.60482283464567,1,2.0,1.0,1,0,2.0
14879440,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/a0be333aec4ce627b24b879389ebe4ea,49.26315789473684,44.95189003436426,40.40245353813155,34.60482283464567,2,1.0,1.0,1,7,1.0
7343630,1.845098040014257,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1c4e591ea8c4ca1f931ddcb19c3f41c0,84.61260053619303,82.9808362369338,40.417921478924825,87.57165453970262,4,1.0,1.0,2,16,1.0
12896348,1.8129133566428557,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/0a2b01e5f27568747d732c8f9145d1d8,65.5,65.88659793814433,40.44019587777825,87.57165453970262,3,1.0,1.0,1,0,1.0
13691956,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1868eb129419b30ce68456b4126e0e67,58.769572953736656,68.47654320987654,40.41181983935359,34.60482283464567,2,1.0,1.0,1,8,1.0
10579286,1.8750612633917,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ea6dbef49e4d223997c151897fbc9973,62.270348837209305,75.94586894586895,40.42027505445202,87.57165453970262,4,1.0,1.0,2,10,1.0
13284206,1.8129133566428557,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e6f2e822f5d780b352d9df1d0377fd58,79.08307692307692,75.94586894586895,40.42438095466381,87.57165453970262,4,1.0,1.0,2,12,1.0
15482866,1.9542425094393248,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/84f84dcee9cc75d80fb105d0250672be,83.11206896551724,83.62790697674419,40.41378098742171,87.57165453970262,2,1.0,1.0,1,16,1.0
8172203,1.740362689494244,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/52aa9340785f82fc1d4b6cc0a9fbd946,70.37463976945244,75.94586894586895,40.42882593747729,87.57165453970262,3,1.0,1.0,1,17,1.0
10995124,1.740362689494244,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/2d3363746a692ff46be9287acf318563,78.22241379310344,82.9808362369338,40.421144083921575,87.57165453970262,2,1.0,1.0,1,9,1.0
15583213,1.6532125137753435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/afd392924551b637eed0ceb359866b0d,84.63841807909604,121.06666666666666,40.42593943470602,34.60482283464567,3,3.0,1.0,2,5,3.0
893056,2.3010299956639813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/978352be7d76c37904a0c1aab64ec33d,83.11206896551724,68.47654320987654,40.41428067142969,87.57165453970262,3,1.0,1.0,1,29,1.0
16834559,1.845098040014257,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/f85ba10c3caa0d690cad7b69bd7dea95,84.61260053619303,82.9808362369338,40.417814478121976,87.57165453970262,2,1.0,0.0,1,5,0.0
17343206,1.255272505103306,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/43b1aaa1ff8be4c19acf1ca7517e7fe3,35.30808080808081,38.14893617021277,40.40230103995736,34.60482283464567,2,1.0,1.0,1,1,1.0
12841472,1.8750612633917,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/d5efdc8e4f51baf7f459640ca3e530d2,83.11206896551724,82.5814606741573,40.4158719644059,87.57165453970262,4,1.0,2.0,2,0,2.0
4257897,2.041392685158225,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/f786e1d21bb802a8db8d86d896f2fa6a,58.769572953736656,68.47654320987654,40.41348342253185,87.57165453970262,4,2.0,1.0,1,16,2.0
13764800,1.6127838567197357,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/610a8d649185787667273e9c38ab8f5b,72.12084592145015,69.16028368794326,40.409567788868486,87.57165453970262,2,1.0,1.0,1,10,1.0
2144017,1.3222192947339193,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/94293536aadc6b39f3cdcc8e4dd507d1,84.61260053619303,67.30588235294118,40.41532255501067,28.68243243243243,8,0.0,1.0,1,21,0.0
11455398,1.740362689494244,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/60a9a4acb71b3de84af1b705ccf87f96,43.583333333333336,44.95189003436426,40.3966011393641,87.57165453970262,4,1.0,1.0,3,5,1.0
11043372,1.845098040014257,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c8e28fa1d1e927cb4a3f6364b3a282e6,78.22241379310344,69.16028368794326,40.41265905518959,87.57165453970262,3,1.0,1.0,2,3,1.0
17051272,1.6334684555795866,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1b19eb2d70ff5bc1ce3d645dd1030e88,58.769572953736656,68.47654320987654,40.40780202305324,34.60482283464567,2,1.0,1.0,1,18,1.0
12719139,1.845098040014257,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/34f31feb63e213548eed0073771a1d93,72.12084592145015,68.47654320987654,40.413089785886086,34.60482283464567,2,1.0,1.0,1,5,1.0
12747373,1.1760912590556811,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/612b773bb57f67252681a2ce8e12eb37,37.44642857142857,38.14893617021277,40.40990319247238,34.60482283464567,1,2.0,1.0,1,0,2.0
1517913,2.0211892990699383,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/5607c4b8c511c8fcf12c0f1476b96a64,65.80434782608695,66.95,40.40623051113735,87.57165453970262,4,2.0,2.0,1,0,4.0
10676318,1.7781512503836436,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/58eda8ed4747e6f39b9bed34cf3597ad,106.28571428571428,67.30588235294118,40.415812619892,87.57165453970262,4,1.0,0.0,2,13,0.0
14019652,1.6532125137753435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ec80c40d592b66ba5b516e8b62047b16,49.26315789473684,67.30588235294118,40.40279084238423,87.57165453970262,2,1.0,1.0,1,0,1.0
2954743,1.9542425094393248,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c901e5d3d750be942769c936af52f83b,79.08307692307692,75.94586894586895,40.426793920780106,87.57165453970262,4,1.0,2.0,2,0,2.0
15772040,2.204119982655925,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/909452af050abba6497d3c26630ed68c,58.769572953736656,68.47654320987654,40.40903958087849,87.57165453970262,6,1.5,3.0,1,12,4.5
7233336,2.113943352306837,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e7ffc18d742980aa31ed5609ebc01ef3,58.769572953736656,68.47654320987654,40.41229035790972,87.57165453970262,8,1.0,3.0,4,0,3.0
13537738,2.1760912590556813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/152e9d40eea4713c3fa7bb0f8b9c5c21,83.11206896551724,82.5814606741573,40.4122673125411,87.57165453970262,2,2.0,1.0,1,14,2.0
13012818,1.3010299956639813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8e5879d895a4174d82a1bf4059627ed7,65.5,65.88659793814433,40.44599619997732,34.60482283464567,1,1.5,1.0,1,0,1.5
7721657,1.2787536009528289,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/08cf656df8598607566399552aca48b0,58.769572953736656,68.47654320987654,40.408955927267904,34.60482283464567,1,1.0,1.0,1,14,1.0
15169583,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/aea2b1d8a0624ed9d228d43aa91f3b07,62.223880597014926,48.67692307692308,40.42827761376927,87.57165453970262,3,1.0,1.0,1,0,1.0
8569433,1.8325089127062364,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/6f5a8f7634794a582b69b20fa0bc4c4a,70.37463976945244,75.94586894586895,40.42419802934364,87.57165453970262,5,1.0,2.0,2,10,2.0
13046342,1.6812412373755872,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/57df4a57319ab7f0c1085c9556520a6e,64.5813953488372,66.67619047619047,40.43103650186988,34.60482283464567,2,1.0,1.0,1,0,1.0
413240,1.6812412373755872,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/2435e2792be6500271c9c7d9214bf9eb,92.01754385964912,103.85714285714286,40.45317807854519,34.60482283464567,3,1.0,1.0,1,19,1.0
10555639,1.8129133566428557,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/017eed346db451d3a04f3e83d2463935,84.61260053619303,81.46255506607929,40.4189394326398,87.57165453970262,4,1.0,1.0,1,14,1.0
8920018,1.8976270912904412,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/3933da09747dd7a76f0638f264c9cbf8,64.5813953488372,59.108108108108105,40.42315577732136,87.57165453970262,3,1.0,1.0,1,4,1.0
1184735,2.146128035678238,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1b107b2ccd44eccc34ba8373bd185e22,84.61260053619303,82.9808362369338,40.417413245010096,87.57165453970262,4,1.0,2.0,3,9,2.0
10642583,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/475f417087d55af334e500f1009f4a3a,43.93333333333333,43.95555555555556,40.39864481722916,87.57165453970262,3,1.0,1.0,1,3,1.0
14725221,1.3424226808222062,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/44b0e1f21d705d3623a9bd214b798aec,72.75324675324676,72.75961538461539,40.43980551551287,34.60482283464567,1,1.0,1.0,1,5,1.0
14736780,2.096910013008056,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/08c89681862458fda21601f8e365fc61,84.61260053619303,81.46255506607929,40.41701912700815,87.57165453970262,6,2.0,2.0,2,6,4.0
2195775,1.8920946026904804,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/3b8ed62f1a901d0cbc79ab2abea0b7c8,46.08783783783784,39.07575757575758,40.44583420680726,87.57165453970262,4,2.0,2.0,4,0,4.0
9926064,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/4baae5959afda6fe0144414a5007206f,37.54545454545455,67.30588235294118,40.39796974466336,34.60482283464567,1,1.0,1.0,1,30,1.0
4473361,1.8512583487190752,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/38ba60fcf71ea43b7b3bc63311a98bdd,55.503649635036496,45.88034188034188,40.404081387744654,87.57165453970262,6,2.0,2.0,4,6,4.0
9421378,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/4938c04dc5c1991e3161f638f6cd77d3,80.30864197530865,81.21739130434783,40.41602692602881,34.60482283464567,1,1.0,1.0,1,17,1.0
13407804,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/5831e07621f7f06f2e2cb1ed547f8bd4,70.37463976945244,58.67164179104478,40.42825298516511,87.57165453970262,2,1.0,1.0,1,0,1.0
14166000,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/68c79960094b4e33baa4cc02f9ee8572,55.431654676258994,61.13333333333333,40.434910224693326,34.60482283464567,2,1.0,1.0,1,6,1.0
14088980,1.8129133566428557,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c6925f3cbcb1be2e79fa9d05254ae1d4,84.63841807909604,80.17692307692307,40.4272567072316,87.57165453970262,5,2.0,2.0,4,5,4.0
1678293,1.505149978319906,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/a8c725f603770bcb543022fdb9f4cd4c,47.59574468085106,79.6086956521739,40.46731859773697,34.60482283464567,2,2.0,1.0,1,0,2.0
16743974,2.0791812460476247,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/3e7b412dc38cc66d8376418a74ff9772,62.270348837209305,75.94586894586895,40.42670924710707,87.57165453970262,6,2.0,2.0,4,10,4.0
17539151,1.7781512503836436,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/6577e1c549bb2083592752de838dbdbd,72.12084592145015,69.16028368794326,40.40861859519446,87.57165453970262,3,1.0,1.0,2,9,1.0
17587042,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/7bf7d782430c88be87234ccf60ab3063,70.37463976945244,61.13333333333333,40.42370854455517,87.57165453970262,2,1.0,1.0,2,4,1.0
8495664,1.57978359661681,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/f1ea0e1f38e590e970d6424bf02ba97f,65.5,65.88659793814433,40.43931127558669,34.60482283464567,2,1.0,1.0,1,23,1.0
14773153,2.0,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c331fb750e5f7021f464abbf5a527d2d,72.12084592145015,69.16028368794326,40.40989805431663,87.57165453970262,4,1.0,1.0,2,12,1.0
6456840,1.3979400086720375,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/2e2ca88922fb1c023d8d166b9f99bdd2,81.464,67.30588235294118,40.43606270188129,34.60482283464567,2,0.0,1.0,3,22,0.0
15446526,1.8129133566428557,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/cfba210a42e024c54ca94556580093e6,102.2127659574468,103.85714285714286,40.45933060124918,87.57165453970262,4,1.0,1.0,1,15,1.0
17918756,1.230448921378274,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c4fe3df786b97d899012e356eb51030a,30.0,30.323529411764707,40.34253966289824,34.60482283464567,1,1.0,1.0,1,30,1.0
17951621,1.5440680443502757,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1679dc2ac5c156a648319af1df551cd4,72.12084592145015,69.16028368794326,40.41209454140244,34.60482283464567,1,2.0,1.0,1,0,2.0
4206663,1.6020599913279625,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/b8cda6bfc29c0bbde89b5084ba574594,49.26315789473684,44.95189003436426,40.40543224479602,34.60482283464567,2,1.0,1.0,1,0,1.0
8883924,1.740362689494244,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c36d7fe0443c15cd36d45f152a1bce55,70.37463976945244,75.94586894586895,40.42229451605592,87.57165453970262,2,1.0,0.0,1,9,0.0
13707745,1.9493900066449128,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/47872fc8a00274c60e829db7d4a45202,81.464,77.14957264957265,40.43795916615502,87.57165453970262,2,1.0,1.0,1,0,1.0
8517585,1.8388490907372552,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ebd1566f0287fa5ca8684fefa872fe72,70.97590361445783,68.63333333333334,40.45299470186845,87.57165453970262,5,1.0,1.0,2,12,1.0
12013368,2.0,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/029eaf4cd4b6214867d5bb558f82058e,65.8080808080808,87.76190476190476,40.4304227908532,87.57165453970262,4,1.0,1.0,1,13,1.0
16431762,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/0ab69d2f096c6bb84004d4befc55d01b,40.18811881188119,39.08163265306123,40.3969761006681,87.57165453970262,4,1.0,1.0,2,0,1.0
18010235,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1f1837744faea63bf06a866bc8c9839a,62.270348837209305,70.29396325459318,40.42423782316669,34.60482283464567,2,1.0,1.0,1,22,1.0
14327772,1.505149978319906,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/9e050c330aca35750016e701066f72cb,41.21428571428572,46.583333333333336,40.45433220889856,87.57165453970262,4,1.0,1.0,2,7,1.0
17760935,1.99563519459755,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/f773829aa20099febb1d40c054df1c8d,83.11206896551724,68.47654320987654,40.415625671442605,87.57165453970262,2,1.0,1.0,1,0,1.0
13870633,1.3617278360175928,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/2a964a4f8a8fa59d91958036e74dec77,62.270348837209305,75.94586894586895,40.42326801821501,34.60482283464567,3,1.0,1.0,1,0,1.0
4989893,1.6334684555795866,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/cb74b970dcb14e0f7980453a540bde9b,81.97570850202429,75.94586894586895,40.430111049796025,34.60482283464567,2,1.0,1.0,1,0,1.0
15395480,1.869231719730976,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/87ad697169152bf7c98375570c9b0349,55.503649635036496,45.88034188034188,40.40210453464106,87.57165453970262,3,1.0,2.0,2,8,2.0
15390642,1.9542425094393248,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e773b57da32a9fc506435cea4babce7a,64.5813953488372,66.67619047619047,40.43187543634693,87.57165453970262,5,2.0,2.0,3,5,4.0
17380851,1.6532125137753435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/66295c6966e901f4c9d64b0427e3eb9c,33.214285714285715,28.91176470588235,40.40296373160774,87.57165453970262,6,2.0,3.0,2,23,6.0
17379878,1.6020599913279625,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/6e5290864061841b08f23dd22e69a046,78.73684210526316,76.26190476190476,40.4395900164859,34.60482283464567,2,2.0,1.0,1,30,2.0
18051655,1.0,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/960952b1526f5d54d8742cb3f1744153,34.83783783783784,26.875,40.34829618374648,28.68243243243243,1,1.0,1.0,1,0,1.0
17460688,1.9731278535996983,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/16b1df08f84649290d155eee723f6890,56.82758620689656,36.14150943396226,40.39648196524436,87.57165453970262,4,1.0,1.0,1,17,1.0
2765878,1.740362689494244,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/7965ff2936d46d94e8db116eb053662a,83.11206896551724,66.13808463251671,40.41558512658006,87.57165453970262,4,1.0,1.0,2,14,1.0
13171791,1.6020599913279625,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c4d0fc05034b3e2559e5c2e8b5d2e2c2,55.431654676258994,58.67164179104478,40.43476963465831,87.57165453970262,2,1.0,0.0,1,1,0.0
13969282,1.6532125137753435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/7d7cebdf8064b3f2a854adf8c0f4207c,106.28571428571428,83.62790697674419,40.41468469377852,34.60482283464567,1,2.0,1.0,1,29,2.0
9773780,1.792391689498254,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ff589207f36f0b48413f0780e2f29688,58.769572953736656,68.47654320987654,40.40950144492546,34.60482283464567,2,1.0,1.0,1,0,1.0
7119259,1.8864907251724816,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/373a8cab81565a00d578f8e0618c93a4,84.61260053619303,69.16028368794326,40.41792972952069,87.57165453970262,2,1.0,1.0,1,1,1.0
11909947,1.7634279935629371,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/79d9cf2f4472ea20c083c5fae1597af2,62.270348837209305,75.94586894586895,40.42349519604471,87.57165453970262,3,1.0,0.0,2,16,0.0
818291,1.845098040014257,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e37b37edb75c3d6ed3084892374194fe,79.08307692307692,75.94586894586895,40.42470276522944,34.60482283464567,3,1.0,1.0,1,0,1.0
18066500,1.5440680443502757,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8dc24601eca641e6498b756d76a5a369,40.18811881188119,33.3125,40.3790819807746,34.60482283464567,2,2.0,1.0,1,13,2.0
8404895,1.591064607026499,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/6e105623ec4724d7bd077335dec34370,95.27272727272728,83.0952380952381,40.46502808531674,34.60482283464567,2,1.0,1.0,1,5,1.0
18083831,1.3979400086720375,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/9a95fbb3a329e2f842dd4767e7c51450,35.5,36.27142857142857,40.37828773780058,34.60482283464567,2,2.0,1.0,1,20,2.0
16715621,1.0,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/36103ae85d38a60b221f8f843151560b,55.503649635036496,44.95189003436426,40.40204883421234,28.68243243243243,1,1.0,1.0,1,0,1.0
10438212,1.2787536009528289,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e45c9e185dcc517ca99adbc9ba2b9ff5,81.464,77.14957264957265,40.43523654036251,34.60482283464567,1,1.0,1.0,1,0,1.0
9298370,1.6020599913279625,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/a02424143f067482c785fbfcdd88533d,81.97570850202429,75.51282051282051,40.43794790766523,87.57165453970262,2,1.0,0.0,1,9,0.0
9536336,1.6901960800285136,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/da4d09847b851262dd9c12fa9e76742a,46.08783783783784,41.07407407407408,40.43162472939803,87.57165453970262,3,1.0,2.0,2,13,2.0
18093383,1.9030899869919435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/bacc6a1388d0d51abff0e7cce0799005,84.63841807909604,121.06666666666666,40.425438678912975,87.57165453970262,4,1.0,2.0,1,11,2.0
18084855,1.8325089127062364,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/dc12700a7e2b140a7b9bf8263a65070e,83.11206896551724,82.5814606741573,40.41223728739253,87.57165453970262,2,1.0,1.0,1,15,1.0
15657388,1.1760912590556811,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/51e7ec04b5b422acddfcb47adcd94f27,20.125,25.77777777777778,40.38320598415526,28.68243243243243,1,1.0,1.0,1,29,1.0
5578172,1.3010299956639813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/08ab68bda962920614a5c9da468b8d70,48.345454545454544,46.583333333333336,40.45769852896911,34.60482283464567,1,1.0,1.0,1,30,1.0
17284269,1.9294189257142929,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/425e731672e1f192875aa0488be03ff4,79.08307692307692,75.94586894586895,40.42735546831855,87.57165453970262,3,1.0,2.0,1,7,2.0
16473932,2.0,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c400c55ed1181596300f2be21053533f,64.5813953488372,66.67619047619047,40.42263545715389,87.57165453970262,4,2.0,2.0,4,7,4.0
